Var1,Var2,Var3,Var4
738239.254673611,24-Mar-2021 06:06:43,0.264260923979072,0.7909759615544
738239.258194444,24-Mar-2021 06:11:48,0.265024041028205,0.790498810747664
738239.261708333,24-Mar-2021 06:16:51,0.196253819066711,0.835942994756896
738239.265226852,24-Mar-2021 06:21:55,0.241518514352745,0.805465233453519
738239.269159722,24-Mar-2021 06:27:35,0.266793275077908,0.789394781037577
738239.272949074,24-Mar-2021 06:33:02,0.317486778300466,0.759020899845372
738239.276465278,24-Mar-2021 06:38:06,0.272694123540861,0.785734750796069
738239.279981481,24-Mar-2021 06:43:10,0.278879520262767,0.781934485739934
738239.283497685,24-Mar-2021 06:48:14,0.216707627731086,0.821890137949408
738239.287013889,24-Mar-2021 06:53:18,0.170124615399033,0.854609831158011
738239.290532407,24-Mar-2021 06:58:22,0.249514219057251,0.800311020673692
738239.294046296,24-Mar-2021 07:03:25,0.271833545144948,0.786266413413426
738239.297564815,24-Mar-2021 07:08:29,0.181397133179691,0.846455414453676
738239.301081019,24-Mar-2021 07:13:33,0.244347538367621,0.803634008318798
738239.304597222,24-Mar-2021 07:18:37,0.293596431605067,0.773038619748835
738239.308111111,24-Mar-2021 07:23:40,0.254282854914758,0.797268332323622
738239.31162963,24-Mar-2021 07:28:44,0.270473614618738,0.787108042617709
738239.315145833,24-Mar-2021 07:33:48,0.159119473506834,0.862723837237046
738239.318662037,24-Mar-2021 07:38:52,0.284778110194363,0.778344518843584
738239.322178241,24-Mar-2021 07:43:56,0.187033262421181,0.842436376180654
738239.32625,24-Mar-2021 07:49:48,0.194482291752345,0.837182775253174
738239.329902778,24-Mar-2021 07:55:03,0.260798800454492,0.793147962735625
738239.333418981,24-Mar-2021 08:00:07,0.28758584773011,0.776647243958843
738239.336935185,24-Mar-2021 08:05:11,0.269325611016374,0.78781991895624
738239.340449074,24-Mar-2021 08:10:14,0.306074108741301,0.765653337208964
738239.343969907,24-Mar-2021 08:15:19,0.281299219773009,0.780457823253148
738239.347483796,24-Mar-2021 08:20:22,0.300680345287479,0.768828408627162
738239.351,24-Mar-2021 08:25:26,0.278659870488668,0.782068807413052
738239.354518518,24-Mar-2021 08:30:30,0.286054307701384,0.77757213984792
738239.358034722,24-Mar-2021 08:35:34,0.276692477003706,0.783273981802509
738239.361548611,24-Mar-2021 08:40:37,0.281336642825475,0.780435028998234
738239.365069444,24-Mar-2021 08:45:42,0.281797841924487,0.780154223460544
738239.368583333,24-Mar-2021 08:50:45,0.27608259084655,0.783648336849892
738239.372099537,24-Mar-2021 08:55:49,0.288851865255762,0.775884356424125
738239.375615741,24-Mar-2021 09:00:53,0.302337323329266,0.767850219821407
738239.379134259,24-Mar-2021 09:05:57,0.272556413189227,0.785819779489258
738239.383340278,24-Mar-2021 09:12:00,0.296253772873016,0.7714538780347
738239.386856481,24-Mar-2021 09:17:04,0.250900149052605,0.799424319165179
738239.390372685,24-Mar-2021 09:22:08,0.27340141125007,0.785298328685157
738239.393886574,24-Mar-2021 09:27:11,0.285234376970818,0.778068201347765
738239.397407407,24-Mar-2021 09:32:16,0.290665753650131,0.774793936518344
738239.400921296,24-Mar-2021 09:37:19,0.293291670786041,0.773220784289299
738239.4044375,24-Mar-2021 09:42:23,0.301466066982395,0.768364251185296
738239.407956018,24-Mar-2021 09:47:27,0.301076273398507,0.768594447878084
738239.411472222,24-Mar-2021 09:52:31,0.300597018306763,0.76887766612128
738239.414986111,24-Mar-2021 09:57:34,0.299494794342963,0.769529823707843
738239.41850463,24-Mar-2021 10:02:38,0.28381218346675,0.778930137038927
738239.422020833,24-Mar-2021 10:07:42,0.279001985364144,0.781859615108643
738239.425537037,24-Mar-2021 10:12:46,0.277271458297874,0.782918927298843
738239.429053241,24-Mar-2021 10:17:50,0.266455913342377,0.789605062019761
738239.432571759,24-Mar-2021 10:22:54,0.262709370870809,0.791947872621207
738239.436224537,24-Mar-2021 10:28:09,0.305659899458393,0.765896234091906
738239.440293982,24-Mar-2021 10:34:01,0.294834458970085,0.772299495949006
738239.443810185,24-Mar-2021 10:39:05,0.282213091955452,0.779901567277666
738239.447324074,24-Mar-2021 10:44:08,0.260808579659721,0.793141810844823
738239.450842593,24-Mar-2021 10:49:12,0.303218517054323,0.767331024623798
738239.454358796,24-Mar-2021 10:54:16,0.281253355491042,0.780485760848407
738239.457875,24-Mar-2021 10:59:20,0.284232337776584,0.778675299308628
738239.461391204,24-Mar-2021 11:04:24,0.273748653552339,0.785084245004785
738239.464909722,24-Mar-2021 11:09:28,0.289833500036901,0.775293865426344
738239.468423611,24-Mar-2021 11:14:31,0.284040164079849,0.778791838428673
738239.47194213,24-Mar-2021 11:19:35,0.281971296066415,0.780048666509451
738239.475458334,24-Mar-2021 11:24:39,0.319587741600057,0.757812435259104
738239.478974537,24-Mar-2021 11:29:43,0.294637993616303,0.772416694806482
738239.482490741,24-Mar-2021 11:34:47,0.265736274366241,0.790053994858213
738239.486009259,24-Mar-2021 11:39:51,0.296819067172381,0.771117594824101
738239.489523148,24-Mar-2021 11:44:54,0.317322313946914,0.759115661681791
738239.49331713,24-Mar-2021 11:50:22,0.283983277595895,0.778826342561392
738239.497247685,24-Mar-2021 11:56:02,0.272900529782214,0.785607340560299
738239.500761574,24-Mar-2021 12:01:05,0.282099943139058,0.779970395717847
738239.504282407,24-Mar-2021 12:06:10,0.309037434770738,0.763920093832257
738239.507796296,24-Mar-2021 12:11:13,0.317908299154937,0.758778133987938
738239.5113125,24-Mar-2021 12:16:17,0.271033888403579,0.786761084124989
738239.514831019,24-Mar-2021 12:21:21,0.292990833070764,0.773400688096967
738239.518347222,24-Mar-2021 12:26:25,0.279259230146038,0.781702391848947
738239.521928241,24-Mar-2021 12:31:34,0.290850960382339,0.774682771823486
738239.525719907,24-Mar-2021 12:37:02,0.269973292910235,0.787418133580138
738239.529259259,24-Mar-2021 12:42:08,0.305426258586692,0.766033311665295
738239.533335648,24-Mar-2021 12:48:00,0.281204670843996,0.780515418618672
738239.536851852,24-Mar-2021 12:53:04,0.29071719769866,0.774763055596526
738239.540365741,24-Mar-2021 12:58:07,0.296162575391334,0.771508157221776
738239.543884259,24-Mar-2021 13:03:11,0.291020041605721,0.774581313823942
738239.547400463,24-Mar-2021 13:08:15,0.26394939382643,0.791170916244233
738239.550916667,24-Mar-2021 13:13:19,0.306169588606575,0.765597368613369
738239.554430555,24-Mar-2021 13:18:22,0.294027961388918,0.772780828419403
738239.558259259,24-Mar-2021 13:23:53,0.256665981771536,0.795756401864471
738239.561875,24-Mar-2021 13:29:06,0.283543104472528,0.77909343014308
738239.565405093,24-Mar-2021 13:34:11,0.310410464784516,0.763119668892785
738239.568946759,24-Mar-2021 13:39:17,0.314899710621943,0.760514274907707
738239.572643518,24-Mar-2021 13:44:36,0.307371279171079,0.76489365793169
738239.576407407,24-Mar-2021 13:50:01,0.280896026593551,0.780703491336004
738239.579923611,24-Mar-2021 13:55:05,0.293308255252575,0.773210869055117
738239.583439815,24-Mar-2021 14:00:09,0.281239674124802,0.78049409505141
738239.586958333,24-Mar-2021 14:05:13,0.29719099554828,0.770896501310767
738239.590472222,24-Mar-2021 14:10:16,0.280402601883805,0.781004348576565
738239.593988426,24-Mar-2021 14:15:20,0.295653081968157,0.771811539614411
738239.597506944,24-Mar-2021 14:20:24,0.325656151630375,0.754343423647329
738239.601023148,24-Mar-2021 14:25:28,0.279542921996835,0.781529077929966
738239.604537037,24-Mar-2021 14:30:32,0.298924875476431,0.769867464146617
738239.608055556,24-Mar-2021 14:35:36,0.290787128458056,0.774721081387429
738239.611571759,24-Mar-2021 14:40:39,0.277393014652137,0.782844424957438
738239.615087963,24-Mar-2021 14:45:43,0.285460505193799,0.777931329636019
738239.618604167,24-Mar-2021 14:50:47,0.278660911495356,0.782068170700964
738239.622122685,24-Mar-2021 14:55:51,0.310814585212582,0.762884401257882
738239.625638889,24-Mar-2021 15:00:55,0.286415406907105,0.777353873896982
738239.629430556,24-Mar-2021 15:06:22,0.25085310362851,0.799454386049946
738239.633361111,24-Mar-2021 15:12:02,0.265163922689876,0.79041140998859
738239.636875,24-Mar-2021 15:17:06,0.287485764010228,0.776707617244035
738239.640395833,24-Mar-2021 15:22:10,0.26130405843401,0.792830240506452
738239.643909722,24-Mar-2021 15:27:13,0.282957009471112,0.779449344457958
738239.647425926,24-Mar-2021 15:32:17,0.342028624792047,0.745140589050367
738239.650944445,24-Mar-2021 15:37:21,0.26249883382031,0.792079939570328
738239.654460648,24-Mar-2021 15:42:25,0.212827316744139,0.824519687340586
738239.658111111,24-Mar-2021 15:47:40,0.345644758138361,0.7431381826088
738239.66237037,24-Mar-2021 15:53:48,0.257182946048004,0.795429180091516
738239.666159722,24-Mar-2021 15:59:16,0.249762792607499,0.80015184154555
738239.670150463,24-Mar-2021 16:05:01,0.295470194244446,0.771920499941126
738239.673666667,24-Mar-2021 16:10:04,0.344202136887696,0.743935731507877
738239.67718287,24-Mar-2021 16:15:08,0.306922527261116,0.765156295909655
738239.680699074,24-Mar-2021 16:20:12,0.313730277555922,0.761191255986283
738239.684215278,24-Mar-2021 16:25:16,0.293555063657753,0.773063341557587
738239.687731482,24-Mar-2021 16:30:20,0.187283787517771,0.842258616274614
738239.691252315,24-Mar-2021 16:35:24,0.282671955902443,0.77962256475502
738239.694766204,24-Mar-2021 16:40:27,0.230589287637602,0.812618807953163
738239.698282407,24-Mar-2021 16:45:31,0.220680432127613,0.819215229211979
738239.701800926,24-Mar-2021 16:50:35,0.264070077640923,0.791095381251532
738239.70531713,24-Mar-2021 16:55:39,0.266701006717623,0.789452281711909
738239.708833333,24-Mar-2021 17:00:43,0.3041588235137,0.766777774278882
738239.712354167,24-Mar-2021 17:05:47,0.285794921898663,0.777729000922911
738239.715872685,24-Mar-2021 17:10:51,0.192627094174835,0.838485059482812
738239.719395833,24-Mar-2021 17:15:55,0.209078068650116,0.827076452653266
738239.723331019,24-Mar-2021 17:21:35,0.191274136247922,0.839437346595666
738239.727125,24-Mar-2021 17:27:03,0.213771944129383,0.823877998529025
738239.730645833,24-Mar-2021 17:32:07,0.189263640942762,0.840856447277975
738239.734162037,24-Mar-2021 17:37:11,0.185712309430771,0.843374899666913
738239.737678241,24-Mar-2021 17:42:15,0.166181224340487,0.857499657109925
738239.741196759,24-Mar-2021 17:47:19,0.159580443688463,0.862380877017156
738239.744712963,24-Mar-2021 17:52:23,0.269012913427223,0.788014045735201
738239.748236111,24-Mar-2021 17:57:27,0.186941478089978,0.84250152047024
738239.751761574,24-Mar-2021 18:02:32,0.236105872931535,0.80899219225325
738239.755280093,24-Mar-2021 18:07:36,0.24784192478902,0.801383556790717
738239.758800926,24-Mar-2021 18:12:40,0.213653093281617,0.823958679408202
738239.762321759,24-Mar-2021 18:17:44,0.193791112287474,0.837667486134871
738239.765847222,24-Mar-2021 18:22:49,0.200189229021184,0.833201945009581
738239.76937037,24-Mar-2021 18:27:53,0.221575171129835,0.818615197520018
738239.773027778,24-Mar-2021 18:33:09,0.211835961959277,0.825194194091431
738239.777104167,24-Mar-2021 18:39:01,0.201882396480655,0.832028160931714
738239.780625,24-Mar-2021 18:44:06,0.20847575222499,0.827488675845458
738239.784143519,24-Mar-2021 18:49:10,0.208794009365742,0.827270810619506
738239.787666667,24-Mar-2021 18:54:14,0.212356450487134,0.824839921953805
738239.7911875,24-Mar-2021 18:59:18,0.209896016131792,0.826517309476844
738239.794708333,24-Mar-2021 19:04:22,0.233443480054056,0.810738405262132
738239.798226852,24-Mar-2021 19:09:26,0.222563436303656,0.81795346589412
738239.80175,24-Mar-2021 19:14:31,0.212455671060218,0.824772421680012
738239.805266204,24-Mar-2021 19:19:35,0.223372958962865,0.817412214871716
738239.808796296,24-Mar-2021 19:24:40,0.225676021229404,0.815876285967444
738239.812324074,24-Mar-2021 19:29:44,0.217008710142522,0.821686806072975
738239.815851852,24-Mar-2021 19:34:49,0.224221830046304,0.816845424135409
738239.819377315,24-Mar-2021 19:39:54,0.21010675856791,0.82637336988634
738239.823178241,24-Mar-2021 19:45:22,0.226529414291479,0.815308616612071
738239.827115741,24-Mar-2021 19:51:02,0.221440522721265,0.81870543951832
738239.830641204,24-Mar-2021 19:56:07,0.2369525306952,0.808438460801704
738239.834168982,24-Mar-2021 20:01:12,0.190520419818859,0.839968792935238
738239.837689815,24-Mar-2021 20:06:16,0.245896211181591,0.802635075879727
738239.841217593,24-Mar-2021 20:11:21,0.235394229495362,0.809458208663063
738239.844738426,24-Mar-2021 20:16:25,0.237759423607375,0.807911441373285
738239.848261574,24-Mar-2021 20:21:29,0.243052342951411,0.804471352852024
738239.851780093,24-Mar-2021 20:26:33,0.229517666422542,0.813327069068998
738239.855305556,24-Mar-2021 20:31:38,0.230875993898405,0.812429525766296
738239.858826389,24-Mar-2021 20:36:42,0.233311238974933,0.810825336215334
738239.862344907,24-Mar-2021 20:41:46,0.240052911334347,0.80641720273368
738239.865863426,24-Mar-2021 20:46:50,0.237765534126063,0.807907452929734
738239.869386574,24-Mar-2021 20:51:55,0.219516301259627,0.819997239042323
738239.873324074,24-Mar-2021 20:57:35,0.187822566343544,0.841876580168269
738239.87712037,24-Mar-2021 21:03:03,0.195054390976586,0.836781997163167
738239.880641204,24-Mar-2021 21:08:07,0.199820021576523,0.833458337097954
738239.884162037,24-Mar-2021 21:13:11,0.211699805066697,0.825286919927297
738239.88768287,24-Mar-2021 21:18:15,0.223469217423632,0.81734790361607
738239.891421296,24-Mar-2021 21:23:38,0.23630786829273,0.808860014278598
738239.895849537,24-Mar-2021 21:30:01,0.230443419308855,0.812715143425046
738239.89937037,24-Mar-2021 21:35:05,0.248563916562071,0.800920150530624
738239.902905093,24-Mar-2021 21:40:11,0.22617763397438,0.815542521974344
738239.906469907,24-Mar-2021 21:45:19,0.242619722750913,0.804751430941559
738240.301303241,25-Mar-2021 07:13:52,0.200758025091344,0.83280725933431
738240.30500463,25-Mar-2021 07:19:12,0.189054058553326,0.841004656438126
738240.308923611,25-Mar-2021 07:24:51,0.166156456871955,0.857517869156558
738240.312548611,25-Mar-2021 07:30:04,0.172297960974568,0.853025453672775
738240.3160625,25-Mar-2021 07:35:07,0.170137790396926,0.854600208801723
738240.319583333,25-Mar-2021 07:40:12,0.156915801279817,0.864367137948819
738240.323097222,25-Mar-2021 07:45:15,0.157015746050511,0.864292472607666
738240.326615741,25-Mar-2021 07:50:19,0.148749685257518,0.870511663971275
738240.330131944,25-Mar-2021 07:55:23,0.179521870774663,0.847801151277712
738240.333650463,25-Mar-2021 08:00:27,0.17097085092757,0.853992222955732
738240.337166667,25-Mar-2021 08:05:31,0.163225692288384,0.85967839829322
738240.340685185,25-Mar-2021 08:10:35,0.154822135711021,0.865934215388331
738240.344199074,25-Mar-2021 08:15:38,0.166152506842598,0.857520773768723
738240.347717593,25-Mar-2021 08:20:42,0.188045489946504,0.841718611334511
738240.351233796,25-Mar-2021 08:25:46,0.171669388205944,0.853483081546746
738240.35475,25-Mar-2021 08:30:50,0.182288142179976,0.845817499409356
738240.358266204,25-Mar-2021 08:35:54,0.169840519878271,0.854817372973246
738240.361784722,25-Mar-2021 08:40:58,0.166225976263292,0.857466752030428
738240.365986111,25-Mar-2021 08:47:01,0.152270455796338,0.867851809416477
738240.3695,25-Mar-2021 08:52:04,0.162067884343472,0.860534925259522
738240.373020833,25-Mar-2021 08:57:09,0.137725173252416,0.878946887622517
738240.376537037,25-Mar-2021 09:02:12,0.165503521887244,0.857998265316906
738240.380053241,25-Mar-2021 09:07:16,0.14631094775391,0.872363647891009
738240.383569444,25-Mar-2021 09:12:20,0.145869422120053,0.872699786464177
738240.387085648,25-Mar-2021 09:17:24,0.150964777315148,0.868836318634091
738240.390601852,25-Mar-2021 09:22:28,0.149696159235536,0.869795025378642
738240.39412037,25-Mar-2021 09:27:32,0.159221901598388,0.862647607521178
738240.397636574,25-Mar-2021 09:32:35,0.153474479557123,0.866945925309029
738240.401152778,25-Mar-2021 09:37:39,0.12473937123742,0.889094865506323
738240.404668981,25-Mar-2021 09:42:43,0.138164708905871,0.87860745652649
738240.4081875,25-Mar-2021 09:47:47,0.170212991920036,0.854545289536772
738240.411701389,25-Mar-2021 09:52:51,0.140827662609827,0.876556584990531
738240.415222222,25-Mar-2021 09:57:55,0.135647403340552,0.880555000661702
738240.418875,25-Mar-2021 10:03:10,0.135673294561964,0.880534925658973
738240.4229375,25-Mar-2021 10:09:01,0.127741757617988,0.88672782864066
738240.426458333,25-Mar-2021 10:14:06,0.151236304014068,0.868631397840091
738240.429972222,25-Mar-2021 10:19:09,0.13828850950099,0.878511898919533
738240.433488426,25-Mar-2021 10:24:13,0.128537147337338,0.886102865430165
738240.437006944,25-Mar-2021 10:29:17,0.125748189955676,0.888298119350628
738240.440523148,25-Mar-2021 10:34:21,0.114112018553318,0.897575812258544
738240.444037037,25-Mar-2021 10:39:24,0.108425406249964,0.902180691963034
738240.44755787,25-Mar-2021 10:44:29,0.0639059803415222,0.93993268059175
738240.451071759,25-Mar-2021 10:49:32,0.152329626918592,0.86780724598227
738240.454590278,25-Mar-2021 10:54:36,0.132868801309108,0.882714749355293
738240.458106481,25-Mar-2021 10:59:40,0.103629407440526,0.906101263030986
738240.461622685,25-Mar-2021 11:04:44,0.121056954377304,0.89201533971613
738240.465138889,25-Mar-2021 11:09:48,0.105905205437073,0.904236633559187
738240.468657407,25-Mar-2021 11:14:52,0.137002415103405,0.879505607654364
738240.472173611,25-Mar-2021 11:19:55,0.122878123969911,0.890568601037949
738240.475965278,25-Mar-2021 11:25:23,0.0901391159847121,0.917314116461833
738240.479893518,25-Mar-2021 11:31:02,0.099430872973976,0.909561505486003
738240.483409722,25-Mar-2021 11:36:06,0.0987829439097086,0.910097854669806
738240.486925926,25-Mar-2021 11:41:10,0.127527416305856,0.886896394303495
738240.490444444,25-Mar-2021 11:46:14,0.121528506789665,0.891640287291907
738240.493960648,25-Mar-2021 11:51:18,0.105904972668197,0.904236823881276
738240.497474537,25-Mar-2021 11:56:21,0.101324171584689,0.907997868203606
738240.500990741,25-Mar-2021 12:01:25,0.0645962305657183,0.939323258235292
738240.504509259,25-Mar-2021 12:06:29,0.111240280602036,0.899895384874125
738240.508025463,25-Mar-2021 12:11:33,0.0749172386835886,0.930304179719606
738240.511541667,25-Mar-2021 12:16:37,0.108059971926872,0.90247822801598
738240.515060185,25-Mar-2021 12:21:41,0.104574423968638,0.905326049834731
738240.518574074,25-Mar-2021 12:26:44,0.107408144127476,0.903009432703692
738240.522090278,25-Mar-2021 12:31:48,0.107391995223634,0.90302260113236
738240.525608796,25-Mar-2021 12:36:52,0.112621252125058,0.898778446025585
738240.529125,25-Mar-2021 12:41:56,0.112504374001917,0.898872870407498
